cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
x2zq0lnt,d882f79283751d6c7f2e48cb991ee8abbcd913ae,PMC,The Transmissibility of Highly Pathogenic Avian Influenza in Commercial Poultry in Industrialised Countries,10.1371/journal.pone.0000349,PMC1831494,17406673,cc-by,"BACKGROUND: With the increased occurrence of outbreaks of H5N1 worldwide there is concern that the virus could enter commercial poultry farms with severe economic consequences. METHODOLOGY/PRINCIPAL FINDINGS: We analyse data from four recent outbreaks of highly pathogenic avian influenza (HPAI) in commercial poultry to estimate the farm-to-farm reproductive number for HPAI. The reproductive number is a key measure of the transmissibility of HPAI at the farm level because it can be used to evaluate the effectiveness of the control measures. In these outbreaks the mean farm-to-farm reproductive number prior to controls ranged from 1.1 to 2.4, with the maximum farm-based reproductive number in the range 2.2 to 3.2. Enhanced bio-security, movement restrictions and prompt isolation of the infected farms in all four outbreaks substantially reduced the reproductive number, but it remained close to the threshold value 1 necessary to ensure the disease will be eradicated. CONCLUSIONS/SIGNIFICANCE: Our results show that depending on the particular situation in which an outbreak of avian influenza occurs, current controls might not be enough to eradicate the disease, and therefore a close monitoring of the outbreak is required. The method we used for estimating the reproductive number is straightforward to implement and can be used in real-time. It therefore can be a useful tool to inform policy decisions.",04/04/2007,"Garske, Tini; Clarke, Paul; Ghani, Azra C.",PLoS One,,,,document_parses/pdf_json/d882f79283751d6c7f2e48cb991ee8abbcd913ae.json,document_parses/pmc_json/PMC1831494.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1831494/,
hf3nytb2,f3f471d10a36a7a28e9050c10bd4dfd680cba17b,PMC,The influenza pandemic preparedness planning tool InfluSim,10.1186/1471-2334-7-17,PMC1832202,17355639,cc-by,"BACKGROUND: Planning public health responses against pandemic influenza relies on predictive models by which the impact of different intervention strategies can be evaluated. Research has to date rather focused on producing predictions for certain localities or under specific conditions, than on designing a publicly available planning tool which can be applied by public health administrations. Here, we provide such a tool which is reproducible by an explicitly formulated structure and designed to operate with an optimal combination of the competing requirements of precision, realism and generality. RESULTS: InfluSim is a deterministic compartment model based on a system of over 1,000 differential equations which extend the classic SEIR model by clinical and demographic parameters relevant for pandemic preparedness planning. It allows for producing time courses and cumulative numbers of influenza cases, outpatient visits, applied antiviral treatment doses, hospitalizations, deaths and work days lost due to sickness, all of which may be associated with economic aspects. The software is programmed in Java, operates platform independent and can be executed on regular desktop computers. CONCLUSION: InfluSim is an online available software which efficiently assists public health planners in designing optimal interventions against pandemic influenza. It can reproduce the infection dynamics of pandemic influenza like complex computer simulations while offering at the same time reproducibility, higher computational performance and better operability.",13/03/2007,"Eichner, Martin; Schwehm, Markus; Duerr, Hans-Peter; Brockmann, Stefan O",BMC Infect Dis,,,,document_parses/pdf_json/f3f471d10a36a7a28e9050c10bd4dfd680cba17b.json,document_parses/pmc_json/PMC1832202.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1832202/,
byp2eqhd,323ece9056ef7a1d81faf3422e98def1efd38f70,PMC,Immune pathways and defence mechanisms in honey bees Apis mellifera,10.1111/j.1365-2583.2006.00682.x,PMC1847501,17069638,no-cc,"Social insects are able to mount both group-level and individual defences against pathogens. Here we focus on individual defences, by presenting a genome-wide analysis of immunity in a social insect, the honey bee Apis mellifera. We present honey bee models for each of four signalling pathways associated with immunity, identifying plausible orthologues for nearly all predicted pathway members. When compared to the sequenced Drosophila and Anopheles genomes, honey bees possess roughly one-third as many genes in 17 gene families implicated in insect immunity. We suggest that an implied reduction in immune flexibility in bees reflects either the strength of social barriers to disease, or a tendency for bees to be attacked by a limited set of highly coevolved pathogens.",01/10/2006,"Evans, J D; Aronstein, K; Chen, Y P; Hetru, C; Imler, J-L; Jiang, H; Kanost, M; Thompson, G J; Zou, Z; Hultmark, D",Insect Mol Biol,,,,document_parses/pdf_json/323ece9056ef7a1d81faf3422e98def1efd38f70.json,document_parses/pmc_json/PMC1847501.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1847501/,
s4y6uxsb,305cf1019ca9c81126b2e527fedf79969c2c522f,PMC,"ElaD, a Deubiquitinating Protease Expressed by E. coli",10.1371/journal.pone.0000381,PMC1847702,17440617,cc-by,"BACKGROUND: Ubiquitin and ubiquitin-like proteins (Ubl) are designed to modify polypeptides in eukaryotes. Covalent binding of ubiquitin or Ubls to substrate proteins can be reversed by specific hydrolases. One particular set of cysteine proteases, the CE clan, which targets ubiquitin and Ubls, has homologs in eukaryotes, prokaryotes, and viruses. FINDINGS: We have cloned and analyzed the E. coli protein elaD, which is distantly related to eukaryotic CE clan members of the ULP/SENP protease family that are specific for SUMO and Nedd8. Previously misannotated as a putative sulfatase/phosphatase, elaD is an efficient and specific deubiquitinating enzyme in vitro. Interestingly, elaD is present in all intestinal pathogenic E. coli strains, but conspicuously absent from extraintestinal pathogenic strains (ExPECs). Further homologs of this protease can be found in Acanthamoeba Polyphaga Mimivirus, and in Alpha-, Beta-and Gammaproteobacteria. CONCLUSION: The expression of ULP/SENP-related hydrolases in bacteria therefore extends to plant pathogens and medically relevant strains of Escherichia coli, Legionella pneumophila, Rickettsiae, Chlamydiae, and Salmonellae, in which the elaD ortholog sseL has recently been identified as a virulence factor with deubiquitinating activity. As a counterpoint, our phylogenetic and functional examination reveals that ancient eukaryotic ULP/SENP proteases also have the potential of ubiquitin-specific hydrolysis, suggesting an early common origin of this peptidase clan.",18/04/2007,"Catic, André; Misaghi, Shahram; Korbel, Gregory A.; Ploegh, Hidde L.",PLoS One,,,,document_parses/pdf_json/305cf1019ca9c81126b2e527fedf79969c2c522f.json,document_parses/pmc_json/PMC1847702.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1847702/,
9zmyojbu,6ea2532aacbdcea4609067523e9e72fa8cd73200,PMC,Mutational analysis of human CEACAM1: the potential of receptor polymorphism in increasing host susceptibility to bacterial infection,10.1111/j.1462-5822.2006.00789.x,PMC1859983,16953805,no-cc,"A common overlapping site on the N-terminal IgV-like domain of human carcinoembryonic antigen (CEA)-related cell adhesion molecules (CEACAMs) is targeted by several important human respiratory pathogens. These include Neisseria meningitidis (Nm) and Haemophilus influenzae (Hi) that can cause disseminated or persistent localized infections. To define the precise structural features that determine the binding of distinct pathogens with CEACAMs, we have undertaken molecular modelling and mutation of the receptor molecules at previously implicated key target residues required for bacterial binding. These include Ser-32, Tyr-34, Val-39, Gln-44 and Gln-89, in addition to Ile-91, the primary docking site for the pathogens. Most, but not all, of these residues located adjacent to each other in a previous N-domain model of human CEACAM1, which was based on REI, CD2 and CD4. In the current studies, we have refined this model based on the mouse CEACAM1 crystal structure, and observe that all of the above residues form an exposed continuous binding region on the N-domain. Examination of the model also suggested that substitution of two of these residues 34 and 89 could affect the accessibility of Ile-91 for ligand binding. By introducing selected mutations at the positions 91, 34 and 89, we confirmed the primary importance of Ile-91 in all bacterial binding to CEACAM1 despite the inter- and intraspecies structural differences between the bacterial CEACAM-binding ligands. The studies further indicated that the efficiency of binding was significantly enhanced for specific strains by mutations such as Y34F and Q89N, which also altered the hierarchy of Nm versus Hi strain binding. These studies imply that distinct polymorphisms in human epithelial CEACAMs have the potential to decrease or increase the risk of infection by the receptor-targeting pathogens.",01/02/2007,"Villullas, Silvia; Hill, Darryl J; Sessions, Richard B; Rea, Jon; Virji, Mumtaz",Cell Microbiol,,,,document_parses/pdf_json/6ea2532aacbdcea4609067523e9e72fa8cd73200.json,document_parses/pmc_json/PMC1859983.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1859983/,
4y8ghcpq,e148597ac3bd53fe2dd4fa4fc6677502fc8da423,PMC,Immune reconstitution inflammatory syndrome (IRIS): review of common infectious manifestations and treatment options,10.1186/1742-6405-4-9,PMC1871602,17488505,cc-by,"The immune reconstitution inflammatory syndrome (IRIS) in HIV-infected patients initiating antiretroviral therapy (ART) results from restored immunity to specific infectious or non-infectious antigens. A paradoxical clinical worsening of a known condition or the appearance of a new condition after initiating therapy characterizes the syndrome. Potential mechanisms for the syndrome include a partial recovery of the immune system or exuberant host immunological responses to antigenic stimuli. The overall incidence of IRIS is unknown, but is dependent on the population studied and its underlying opportunistic infectious burden. The infectious pathogens most frequently implicated in the syndrome are mycobacteria, varicella zoster, herpesviruses, and cytomegalovirus (CMV). No single treatment option exists and depends on the underlying infectious agent and its clinical presentation. Prospective cohort studies addressing the optimal screening and treatment of opportunistic infections in patients eligible for ART are currently being conducted. These studies will provide evidence for the development of treatment guidelines in order to reduce the burden of IRIS. We review the available literature on the pathogenesis and epidemiology of IRIS, and present treatment options for the more common infectious manifestations of this diverse syndrome and for manifestations associated with a high morbidity.",08/05/2007,"Murdoch, David M; Venter, Willem DF; Van Rie, Annelies; Feldman, Charles",AIDS Res Ther,,,,document_parses/pdf_json/e148597ac3bd53fe2dd4fa4fc6677502fc8da423.json,document_parses/pmc_json/PMC1871602.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1871602/,
63bos83o,435baf47b4f78fc06a8376f451993059407d2972,PMC,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,10.1371/journal.pone.0000489,PMC1876795,17534439,cc0,"BACKGROUND: Effective influenza surveillance requires new methods capable of rapid and inexpensive genomic analysis of evolving viral species for pandemic preparedness, to understand the evolution of circulating viral species, and for vaccine strain selection. We have developed one such approach based on previously described broad-range reverse transcription PCR/electrospray ionization mass spectrometry (RT-PCR/ESI-MS) technology. METHODS AND PRINCIPAL FINDINGS: Analysis of base compositions of RT-PCR amplicons from influenza core gene segments (PB1, PB2, PA, M, NS, NP) are used to provide sub-species identification and infer influenza virus H and N subtypes. Using this approach, we detected and correctly identified 92 mammalian and avian influenza isolates, representing 30 different H and N types, including 29 avian H5N1 isolates. Further, direct analysis of 656 human clinical respiratory specimens collected over a seven-year period (1999–2006) showed correct identification of the viral species and subtypes with >97% sensitivity and specificity. Base composition derived clusters inferred from this analysis showed 100% concordance to previously established clades. Ongoing surveillance of samples from the recent influenza virus seasons (2005–2006) showed evidence for emergence and establishment of new genotypes of circulating H3N2 strains worldwide. Mixed viral quasispecies were found in approximately 1% of these recent samples providing a view into viral evolution. CONCLUSION/SIGNIFICANCE: Thus, rapid RT-PCR/ESI-MS analysis can be used to simultaneously identify all species of influenza viruses with clade-level resolution, identify mixed viral populations and monitor global spread and emergence of novel viral genotypes. This high-throughput method promises to become an integral component of influenza surveillance.",30/05/2007,"Sampath, Rangarajan; Russell, Kevin L.; Massire, Christian; Eshoo, Mark W.; Harpin, Vanessa; Blyn, Lawrence B.; Melton, Rachael; Ivy, Cristina; Pennella, Thuy; Li, Feng; Levene, Harold; Hall, Thomas A.; Libby, Brian; Fan, Nancy; Walcott, Demetrius J.; Ranken, Raymond; Pear, Michael; Schink, Amy; Gutierrez, Jose; Drader, Jared; Moore, David; Metzgar, David; Addington, Lynda; Rothman, Richard; Gaydos, Charlotte A.; Yang, Samuel; St. George, Kirsten; Fuschino, Meghan E.; Dean, Amy B.; Stallknecht, David E.; Goekjian, Ginger; Yingst, Samuel; Monteville, Marshall; Saad, Magdi D.; Whitehouse, Chris A.; Baldwin, Carson; Rudnick, Karl H.; Hofstadler, Steven A.; Lemon, Stanley M.; Ecker, David J.",PLoS One,,,,document_parses/pdf_json/435baf47b4f78fc06a8376f451993059407d2972.json,document_parses/pmc_json/PMC1876795.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1876795/,
hqc7u9w3,c65f0939cf35a0f04bf93bd6e8f771b8521563a5,PMC,Transmission Parameters of the 2001 Foot and Mouth Epidemic in Great Britain,10.1371/journal.pone.0000502,PMC1876810,17551582,cc-by,"Despite intensive ongoing research, key aspects of the spatial-temporal evolution of the 2001 foot and mouth disease (FMD) epidemic in Great Britain (GB) remain unexplained. Here we develop a Markov Chain Monte Carlo (MCMC) method for estimating epidemiological parameters of the 2001 outbreak for a range of simple transmission models. We make the simplifying assumption that infectious farms were completely observed in 2001, equivalent to assuming that farms that were proactively culled but not diagnosed with FMD were not infectious, even if some were infected. We estimate how transmission parameters varied through time, highlighting the impact of the control measures on the progression of the epidemic. We demonstrate statistically significant evidence for assortative contact patterns between animals of the same species. Predictive risk maps of the transmission potential in different geographic areas of GB are presented for the fitted models.",06/06/2007,"Chis Ster, Irina; Ferguson, Neil M.",PLoS One,,,,document_parses/pdf_json/c65f0939cf35a0f04bf93bd6e8f771b8521563a5.json,document_parses/pmc_json/PMC1876810.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1876810/,
87zt7lew,8f5770d87614bb85a6c7b64c26f1757226137d23,PMC,Efficient replication of pneumonia virus of mice (PVM) in a mouse macrophage cell line,10.1186/1743-422x-4-48,PMC1891281,17547763,cc-by,"Pneumonia virus of mice (PVM; family Paramyxoviridae, subfamily Pneumovirinae) is a natural respiratory pathogen of rodent species and an important new model for the study of severe viral bronchiolitis and pneumonia. However, despite high virus titers typically detected in infected mouse lung tissue in vivo, cell lines used routinely for virus propagation in vitro are not highly susceptible to PVM infection. We have evaluated several rodent and primate cell lines for susceptibility to PVM infection, and detected highest virus titers from infection of the mouse monocyte-macrophage RAW 264.7 cell line. Additionally, virus replication in RAW 264.7 cells induces the synthesis and secretion of proinflammatory cytokines relevant to respiratory virus disease, including tumor necrosis factor-α (TNF-α), interferon-β (IFN-β), macrophage inflammatory proteins 1α and 1β (MIP-1α and MIP-1β) and the functional homolog of human IL-8, mouse macrophage inflammatory peptide-2 (MIP-2). Identification and characterization of a rodent cell line that supports the replication of PVM and induces the synthesis of disease-related proinflammatory mediators will facilitate studies of molecular mechanisms of viral pathogenesis that will complement and expand on findings from mouse model systems.",04/06/2007,"Dyer, Kimberly D; Schellens, Ingrid MM; Bonville, Cynthia A; Martin, Brittany V; Domachowske, Joseph B; Rosenberg, Helene F",Virol J,,,,document_parses/pdf_json/8f5770d87614bb85a6c7b64c26f1757226137d23.json,document_parses/pmc_json/PMC1891281.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1891281/,
wgxt36jv,418f1b85e589f3ac37ffc37075b6e558e510fa74,PMC,Designing and conducting tabletop exercises to assess public health preparedness for manmade and naturally occurring biological threats,10.1186/1471-2458-7-92,PMC1894789,17535426,cc-by,"BACKGROUND: Since 2001, state and local health departments in the United States (US) have accelerated efforts to prepare for high-impact public health emergencies. One component of these activities has been the development and conduct of exercise programs to assess capabilities, train staff and build relationships. This paper summarizes lessons learned from tabletop exercises about public health emergency preparedness and about the process of developing, conducting, and evaluating them. METHODS: We developed, conducted, and evaluated 31 tabletop exercises in partnership with state and local health departments throughout the US from 2003 to 2006. Participant self evaluations, after action reports, and tabletop exercise evaluation forms were used to identify aspects of the exercises themselves, as well as public health emergency responses that participants found more or less challenging, and to highlight lessons learned about tabletop exercise design. RESULTS: Designing the exercises involved substantial collaboration with representatives from participating health departments to assure that the scenarios were credible, focused attention on local preparedness needs and priorities, and were logistically feasible to implement. During execution of the exercises, nearly all health departments struggled with a common set of challenges relating to disease surveillance, epidemiologic investigations, communications, command and control, and health care surge capacity. In contrast, performance strengths were more varied across participating sites, reflecting specific attributes of individual health departments or communities, experience with actual public health emergencies, or the emphasis of prior preparedness efforts. CONCLUSION: The design, conduct, and evaluation of the tabletop exercises described in this report benefited from collaborative planning that involved stakeholders from participating health departments and exercise developers and facilitators from outside the participating agencies. While these exercises identified both strengths and vulnerabilities in emergency preparedness, additional work is needed to develop reliable metrics to gauge exercise performance, inform follow-up action steps, and to develop re-evaluation exercise designs that assess the impact of post-exercise interventions.",29/05/2007,"Dausey, David J; Buehler, James W; Lurie, Nicole",BMC Public Health,,,,document_parses/pdf_json/418f1b85e589f3ac37ffc37075b6e558e510fa74.json,document_parses/pmc_json/PMC1894789.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894789/,
qbldmef1,2bf62ecb50fd95973de0bf6c1285ac3475fc4cc8,PMC,Transcript-level annotation of Affymetrix probesets improves the interpretation of gene expression data,10.1186/1471-2105-8-194,PMC1913542,17559689,cc-by,"BACKGROUND: The wide use of Affymetrix microarray in broadened fields of biological research has made the probeset annotation an important issue. Standard Affymetrix probeset annotation is at gene level, i.e. a probeset is precisely linked to a gene, and probeset intensity is interpreted as gene expression. The increased knowledge that one gene may have multiple transcript variants clearly brings up the necessity of updating this gene-level annotation to a refined transcript-level. RESULTS: Through performing rigorous alignments of the Affymetrix probe sequences against a comprehensive pool of currently available transcript sequences, and further linking the probesets to the International Protein Index, we generated transcript-level or protein-level annotation tables for two popular Affymetrix expression arrays, Mouse Genome 430A 2.0 Array and Human Genome U133A Array. Application of our new annotations in re-examining existing expression data sets shows increased expression consistency among synonymous probesets and strengthened expression correlation between interacting proteins. CONCLUSION: By refining the standard Affymetrix annotation of microarray probesets from the gene level to the transcript level and protein level, one can achieve a more reliable interpretation of their experimental data, which may lead to discovery of more profound regulatory mechanism.",11/06/2007,"Yu, Hui; Wang, Feng; Tu, Kang; Xie, Lu; Li, Yuan-Yuan; Li, Yi-Xue",BMC Bioinformatics,,,,document_parses/pdf_json/2bf62ecb50fd95973de0bf6c1285ac3475fc4cc8.json,document_parses/pmc_json/PMC1913542.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1913542/,
i9arl3oi,4b938c2f60ce863541ac9ca19fe0a98cd9a8730e,PMC,Selective redox regulation of cytokine receptor signaling by extracellular thioredoxin-1,10.1038/sj.emboj.7601746,PMC1914094,17557078,cc-by-nc-nd,"The thiol-disulfide oxidoreductase thioredoxin-1 (Trx1) is known to be secreted by leukocytes and to exhibit cytokine-like properties. Extracellular effects of Trx1 require a functional active site, suggesting a redox-based mechanism of action. However, specific cell surface proteins and pathways coupling extracellular Trx1 redox activity to cellular responses have not been identified so far. Using a mechanism-based kinetic trapping technique to identify disulfide exchange interactions on the intact surface of living lymphocytes, we found that Trx1 catalytically interacts with a single principal target protein. This target protein was identified as the tumor necrosis factor receptor superfamily member 8 (TNFRSF8/CD30). We demonstrate that the redox interaction is highly specific for both Trx1 and CD30 and that the redox state of CD30 determines its ability to engage the cognate ligand and transduce signals. Furthermore, we confirm that Trx1 affects CD30-dependent changes in lymphocyte effector function. Thus, we conclude that receptor–ligand signaling interactions can be selectively regulated by an extracellular redox catalyst.",11/07/2007,"Schwertassek, Ulla; Balmer, Yves; Gutscher, Marcus; Weingarten, Lars; Preuss, Marc; Engelhard, Johanna; Winkler, Monique; Dick, Tobias P",EMBO J,,,,document_parses/pdf_json/4b938c2f60ce863541ac9ca19fe0a98cd9a8730e.json,document_parses/pmc_json/PMC1914094.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1914094/,
z5klydpi,8309dc172cf91ff580779bbc1394a9692b798a86,PMC,Screen for ISG15-crossreactive Deubiquitinases,10.1371/journal.pone.0000679,PMC1919423,17653289,cc-by,"BACKGROUND: The family of ubiquitin-like molecules (UbLs) comprises several members, each of which has sequence, structural, or functional similarity to ubiquitin. ISG15 is a homolog of ubiquitin in vertebrates and is strongly upregulated following induction by type I interferon. ISG15 can be covalently attached to proteins, analogous to ubiquitination and with actual support of ubiquitin conjugating factors. Specific proteases are able to reverse modification with ubiquitin or UbLs by hydrolyzing the covalent bond between their C-termini and substrate proteins. The tail regions of ubiquitin and ISG15 are identical and we therefore hypothesized that promiscuous deubiquitinating proteases (DUBs) might exist, capable of recognizing both ubiquitin and ISG15. RESULTS: We have cloned and expressed 22 human DUBs, representing the major clades of the USP protease family. Utilizing suicide inhibitors based on ubiquitin and ISG15, we have identified USP2, USP5 (IsoT1), USP13 (IsoT3), and USP14 as ISG15-reactive proteases, in addition to the bona fide ISG15-specific protease USP18 (UBP43). USP14 is a proteasome-associated DUB, and its ISG15 isopeptidase activity increases when complexed with the proteasome. CONCLUSIONS: By evolutionary standards, ISG15 is a newcomer among the UbLs and it apparently not only utilizes the conjugating but also the deconjugating machinery of its more established relative ubiquitin. Functional overlap between these two posttranslational modifiers might therefore be more extensive than previously appreciated and explain the rather innocuous phenotype of ISG15 null mice.",25/07/2007,"Catic, André; Fiebiger, Edda; Korbel, Gregory A.; Blom, Daniël; Galardy, Paul J.; Ploegh, Hidde L.",PLoS One,,,,document_parses/pdf_json/8309dc172cf91ff580779bbc1394a9692b798a86.json,document_parses/pmc_json/PMC1919423.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1919423/,
lz37rh82,281b4272005dbc998e36b034b7fb528c9ba038cd,PMC,s-RT-MELT for rapid mutation scanning using enzymatic selection and real time DNA-melting: new potential for multiplex genetic analysis,10.1093/nar/gkm403,PMC1919510,17545195,cc-by-nc,"The rapidly growing understanding of human genetic pathways, including those that mediate cancer biology and drug response, leads to an increasing need for extensive and reliable mutation screening on a population or on a single patient basis. Here we describe s-RT-MELT, a novel technology that enables highly expanded enzymatic mutation scanning in human samples for germline or low-level somatic mutations, or for SNP discovery. GC-clamp-containing PCR products from interrogated and wild-type samples are hybridized to generate mismatches at the positions of mutations over one or multiple sequences in-parallel. Mismatches are converted to double-strand breaks using a DNA endonuclease (Surveyor™) and oligonucleotide tails are enzymatically attached at the position of mutations. A novel application of PCR enables selective amplification of mutation-containing DNA fragments. Subsequently, melting curve analysis, on conventional or nano-technology real-time PCR platforms, detects the samples that contain mutations in a high-throughput and closed-tube manner. We apply s-RT-MELT in the screening of p53 and EGFR mutations in cell lines and clinical samples and demonstrate its advantages for rapid, multiplexed mutation scanning in cancer and for genetic variation screening in biology and medicine.",01/06/2007,"Li, Jin; Berbeco, Ross; Distel, Robert J.; Jänne, Pasi A.; Wang, Lilin; Makrigiorgos, G. Mike",Nucleic Acids Res,,,,document_parses/pdf_json/281b4272005dbc998e36b034b7fb528c9ba038cd.json,document_parses/pmc_json/PMC1919510.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1919510/,
n9sih438,4994fa72322bbf19120592304d92629226948d8e,PMC,Rapid Identification of Malaria Vaccine Candidates Based on α-Helical Coiled Coil Protein Motif,10.1371/journal.pone.0000645,PMC1920550,17653272,cc-by,"To identify malaria antigens for vaccine development, we selected α-helical coiled coil domains of proteins predicted to be present in the parasite erythrocytic stage. The corresponding synthetic peptides are expected to mimic structurally “native” epitopes. Indeed the 95 chemically synthesized peptides were all specifically recognized by human immune sera, though at various prevalence. Peptide specific antibodies were obtained both by affinity-purification from malaria immune sera and by immunization of mice. These antibodies did not show significant cross reactions, i.e., they were specific for the original peptide, reacted with native parasite proteins in infected erythrocytes and several were active in inhibiting in vitro parasite growth. Circular dichroism studies indicated that the selected peptides assumed partial or high α-helical content. Thus, we demonstrate that the bioinformatics/chemical synthesis approach described here can lead to the rapid identification of molecules which target biologically active antibodies, thus identifying suitable vaccine candidates. This strategy can be, in principle, extended to vaccine discovery in a wide range of other pathogens.",25/07/2007,"Villard, Viviane; Agak, George W.; Frank, Géraldine; Jafarshad, Ali; Servis, Catherine; Nébié, Issa; Sirima, Sodiomon B.; Felger, Ingrid; Arevalo-Herrera, Myriam; Herrera, Socrates; Heitz, Frederic; Bäcker, Volker; Druilhe, Pierre; Kajava, Andrey V.; Corradin, Giampietro",PLoS One,,,,document_parses/pdf_json/4994fa72322bbf19120592304d92629226948d8e.json,document_parses/pmc_json/PMC1920550.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1920550/,
be8rxglx,d47eb01f2085b582008bb1ff7c604355c5f4c582,PMC,FluGenome: a web tool for genotyping influenza A virus,10.1093/nar/gkm365,PMC1933150,17537820,cc-by-nc,"Influenza A viruses are hosted by numerous avian and mammalian species, which have shaped their evolution into distinct lineages worldwide. The viral genome consists of eight RNA segments that are frequently exchanged between different viruses via a process known as genetic reassortment. A complete genotype nomenclature is essential to describe gene segment reassortment. Specialized bioinformatic tools to analyze reassortment are not available, which hampers progress in understanding its role in host range, virulence and transmissibility of influenza viruses. To meet this need, we have developed a nomenclature to name influenza A genotypes and implemented a web server, FluGenome (http://www.flugenome.org/), for the assignment of lineages and genotypes. FluGenome provides functions for the user to interrogate the database in different modalities and get detailed reports on lineages and genotypes. These features make FluGenome unique in its ability to automatically detect genotype differences attributable to reassortment events in influenza A virus evolution.",30/05/2007,"Lu, Guoqing; Rowley, Thaine; Garten, Rebecca; Donis, Ruben O.",Nucleic Acids Res,,,,document_parses/pdf_json/d47eb01f2085b582008bb1ff7c604355c5f4c582.json,document_parses/pmc_json/PMC1933150.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1933150/,
2ks9iimj,555bbbbd23da02c97c6a4238937e31b5781438a9,PMC,Influenza pandemic intervention planning using InfluSim: pharmaceutical and non- pharmaceutical interventions,10.1186/1471-2334-7-76,PMC1939851,17629919,cc-by,"BACKGROUND: Influenza pandemic preparedness plans are currently developed and refined on national and international levels. Much attention has been given to the administration of antiviral drugs, but contact reduction can also be an effective part of mitigation strategies and has the advantage to be not limited per se. The effectiveness of these interventions depends on various factors which must be explored by sensitivity analyses, based on mathematical models. METHODS: We use the freely available planning tool InfluSim to investigate how pharmaceutical and non-pharmaceutical interventions can mitigate an influenza pandemic. In particular, we examine how intervention schedules, restricted stockpiles and contact reduction (social distancing measures and isolation of cases) determine the course of a pandemic wave and the success of interventions. RESULTS: A timely application of antiviral drugs combined with a quick implementation of contact reduction measures is required to substantially protract the peak of the epidemic and reduce its height. Delays in the initiation of antiviral treatment (e.g. because of parsimonious use of a limited stockpile) result in much more pessimistic outcomes and can even lead to the paradoxical effect that the stockpile is depleted earlier compared to early distribution of antiviral drugs. CONCLUSION: Pharmaceutical and non-pharmaceutical measures should not be used exclusively. The protraction of the pandemic wave is essential to win time while waiting for vaccine development and production. However, it is the height of the peak of an epidemic which can easily overtax general practitioners, hospitals or even whole public health systems, causing bottlenecks in basic and emergency medical care.",13/07/2007,"Duerr, Hans P; Brockmann, Stefan O; Piechotowski, Isolde; Schwehm, Markus; Eichner, Martin",BMC Infect Dis,,,,document_parses/pdf_json/555bbbbd23da02c97c6a4238937e31b5781438a9.json,document_parses/pmc_json/PMC1939851.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1939851/,
1n69h3i3,bada3cc0577a226694617d77f95ac443c6431969,PMC,DNA Vaccines against Protozoan Parasites: Advances and Challenges,10.1155/2007/90520,PMC1940056,17710244,no-cc,"Over the past 15 years, DNA vaccines have gone from a scientific curiosity to one of the most dynamic research field and may offer new alternatives for the control of parasitic diseases such as leishmaniasis and Chagas disease. We review here some of the advances and challenges for the development of DNA vaccines against these diseases. Many studies have validated the concept of using DNA vaccines for both protection and therapy against these protozoan parasites in a variety of mouse models. The challenge now is to translate what has been achieved in these models into veterinary or human vaccines of comparable efficacy. Also, genome-mining and new antigen discovery strategies may provide new tools for a more rational search of novel vaccine candidates.",24/06/2007,"Dumonteil, Eric",J Biomed Biotechnol,,,,document_parses/pdf_json/bada3cc0577a226694617d77f95ac443c6431969.json,document_parses/pmc_json/PMC1940056.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1940056/,
