cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,,,,,,,,,,,,,,,,,
9idv3n54,2aabf3a6ba52bfdd83a884673fd6e48c67b8727b,PMC,Host genetics determine susceptibility to avian influenza infection and transmission dynamics,10.1038/srep26787,PMC4899695,27279280,cc-by,"Host-genetic control of influenza virus infection has been the object of little attention. In this study we determined that two inbred lines of chicken differing in their genetic background , Lines 0 and C-B12, were respectively relatively resistant and susceptible to infection with the low pathogenicity influenza virus A/Turkey/England/647/77 as defined by substantial differences in viral shedding trajectories. Resistant birds, although infected, were unable to transmit virus to contact birds, as ultimately only the presence of a sustained cloacal shedding (and not oropharyngeal shedding) was critical for transmission. Restriction of within-bird transmission of virus occurred in the resistant line, with intra-nares or cloacal infection resulting in only local shedding and failing to transmit fully through the gastro-intestinal-pulmonary tract. Resistance to infection was independent of adaptive immune responses, including the expansion of specific IFNγ secreting cells or production of influenza-specific antibody. Genetic resistance to a novel H9N2 virus was less robust, though significant differences between host genotypes were still clearly evident. The existence of host-genetic determination of the outcome of influenza infection offers tools for the further dissection of this regulation and also for understanding the mechanisms of influenza transmission within and between birds.",06/09/2016,"Ruiz-Hernandez, Raul; Mwangi, William; Peroval, Marylene; Sadeyen, Jean-Remy; Ascough, Stephanie; Balkissoon, Devanand; Staines, Karen; Boyd, Amy; McCauley, John; Smith, Adrian; Butter, Colin",Sci Rep,,,,document_parses/pdf_json/2aabf3a6ba52bfdd83a884673fd6e48c67b8727b.json,document_parses/pmc_json/PMC4899695.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4899695/,,,,,,,,,,,,,,,,,,
e6e6omxt,f9476a333c17961ff4cc34b45f4b2da5ed29457f,PMC,Ad Hoc Influenza Vaccination During Years of Significant Antigenic Drift in a Tropical City With 2 Seasonal Peaks: A Cross-Sectional Survey Among Health Care Practitioners,10.1097/md.0000000000003359,PMC4902475,27175633,cc-by-nd,"We evaluated the acceptability of an additional ad hoc influenza vaccination among the health care professionals following seasons with significant antigenic drift. Self-administered, anonymous surveys were performed by hard copy questionnaires in public hospitals, and by an on-line platform available to all healthcare professionals, from April 1st to May 31st, 2015. A total of 1290 healthcare professionals completed the questionnaires, including doctors, nurses, and allied health professionals working in both the public and private systems. Only 31.8% of participating respondents expressed an intention to receive the additional vaccine, despite that the majority of them agreed or strongly agreed that it would bring benefit to the community (88.9%), save lives (86.7%), reduce medical expenses (76.3%), satisfy public expectation (82.8%), and increase awareness of vaccination (86.1%). However, a significant proportion expressed concern that the vaccine could disturb the normal immunization schedule (45.5%); felt uncertain what to do in the next vaccination round (66.0%); perceived that the summer peak might not occur (48.2%); and believed that the summer peak might not be of the same virus (83.5%). Furthermore, 27.8% of all respondents expected that the additional vaccination could weaken the efficacy of previous vaccinations; 51.3% was concerned about side effects; and 61.3% estimated that there would be a low uptake rate. If the supply of vaccine was limited, higher priority groups were considered to include the elderly aged ≥65 years with chronic medical conditions (89.2%), the elderly living in residential care homes (87.4%), and long-stay residents of institutions for the disabled (80.7%). The strongest factors associated with accepting the additional vaccine included immunization with influenza vaccines in the past 3 years, higher perceived risk of contracting influenza, and higher perceived severity of the disease impact. The acceptability to an additional ad hoc influenza vaccination was low among healthcare professionals. This could have a negative impact on such additional vaccination campaigns since healthcare professionals are a key driver for vaccine acceptance. The discordance in perceived risk and acceptance of vaccination regarding self versus public deserves further evaluation.",5/13/16,"Wong, Martin C.S.; Nelson, E. Anthony S.; Leung, Czarina; Lee, Nelson; Chan, Martin C.W.; Choi, Kin Wing; Rainer, Timothy H.; Cheng, Frankie W.T.; Wong, Samuel Y.S.; Lai, Christopher K.C.; Lam, Bosco; Cheung, Tak Hong; Leung, Ting Fan; Chan, Paul K.S.",Medicine (Baltimore),,,,document_parses/pdf_json/f9476a333c17961ff4cc34b45f4b2da5ed29457f.json,document_parses/pmc_json/PMC4902475.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4902475/,,,,,,,,,,,,,,,,,,
4wtt935o,9813a0812732c9ee69266b70b6dfcdb2d225e57b,PMC,Six-month survival of critically ill patients with HIV-related disease and tuberculosis: a retrospective study,10.1186/s12879-016-1644-6,PMC4902956,27286652,cc-by,"BACKGROUND: Tuberculosis is one of the leading causes of death from infectious diseases worldwide, mainly after the human immunodeficiency virus (HIV) epidemics. Patient with HIV-related illness are more likely to present with severe TB due to immunosuppression. Very few studies have explored HIV/TB co-infection in critically ill patients. The goal of this study was to analyze factors associated with long-term mortality in critically ill patient with HIV-related disease coinfected with TB. METHODS: We conducted a retrospective study in an infectious disease reference center in Brazil that included all patient with HIV-related illness admitted to the ICU with laboratory-confirmed tuberculosis from March 2007 until June 2012. Clinical and laboratory variables were analyzed based on six-month survival. RESULTS: Forty-four patients with HIV-related illness with a confirmed diagnosis of tuberculosis were analyzed. The six-month mortality was 52 % (23 patients). The main causes of admission were respiratory failure (41 %), severe sepsis/septic shock (32 %) and coma/torpor (14 %). The median time between HIV diagnosis and ICU admission was 5 (1–60) months, and 41 % of patients received their HIV infection diagnosis ≤ 30 days before admission. The median CD4 count was 72 (IQR: 23–136) cells/mm(3). The clinical presentation was pulmonary tuberculosis in 22 patients (50 %) and disseminated TB in 20 patients (45.5 %). No aspect of TB diagnosis or treatment was different between survivors and nonsurvivors. Neurological dysfunction was more prevalent among nonsurvivors (43 % vs. 14 %, p = 0.04). The nadir CD4 cell count lower than 50 cells/mm(3) was independently associated with Six-month mortality (hazard ratio 4.58 [1.64–12.74], p < 0.01), while HIV diagnosis less than three months after positive serology was protective (hazard ratio 0.27, CI 95 % [0.10–0.72], p = 0.01). CONCLUSION: The Six-month mortality of HIV critically ill patients with TB coinfection is high and strongly associated with the nadir CD4 cell count less than 50 cels/mm(3).",06/10/2016,"Pecego, Ana Carla; Amancio, Rodrigo T.; Ribeiro, Camila; Mesquita, Emersom C.; Medeiros, Denise M.; Cerbino, José; Grinsztejn, Beatriz; Bozza, Fernando A.; Japiassu, Andre M.",BMC Infect Dis,,,,document_parses/pdf_json/9813a0812732c9ee69266b70b6dfcdb2d225e57b.json,document_parses/pmc_json/PMC4902956.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4902956/,,,,,,,,,,,,,,,,,,
lx2v5co7,bca9f4ffe445882f2de559b938d83a69e90d2224,PMC,Etiologic Framework for the Study of Neurodegenerative Disorders as Well as Vascular and Metabolic Comorbidities on the Grounds of Shared Epidemiologic and Biologic Features,10.3389/fnagi.2016.00138,PMC4904010,27378910,cc-by,"Background: During the last two decades, protein aggregation at all organismal levels, from viruses to humans, has emerged from a neglected area of protein science to become a central issue in biology and biomedicine. This article constitutes a risk-based review aimed at supporting an etiologic scenario of selected, sporadic, protein-associated, i.e., conformational, neurodegenerative disorders (NDDs), and their vascular- and metabolic-associated ailments. Methods: A rationale is adopted, to incorporate selected clinical data and results from animal-model research, complementing epidemiologic evidences reported in two prior articles. Findings: Theory is formulated assuming an underlying conformational transmission mechanism, mediated either by horizontal transfer of mammalian genes coding for specific aggregation-prone proteins, or by xeno-templating between bacterial and host proteins. We build a few population-based and experimentally-testable hypotheses focusing on: (1) non-disposable surgical instruments for sporadic Creutzfeldt-Jakob disease (sCJD) and other rapid progressive neurodegenerative dementia (sRPNDd), multiple system atrophy (MSA), and motor neuron disease (MND); and (2) specific bacterial infections such as B. pertussis and E. coli for all forms, but particularly for late-life sporadic conformational, NDDs, type 2 diabetes mellitus (T2DM), and atherosclerosis where natural protein fibrils present in such organisms as a result of adaptation to the human host induce prion-like mechanisms. Conclusion: Implications for cohort alignment and experimental animal research are discussed and research lines proposed.",6/13/16,"de Pedro-Cuesta, Jesús; Martínez-Martín, Pablo; Rábano, Alberto; Ruiz-Tovar, María; Alcalde-Cabero, Enrique; Calero, Miguel",Front Aging Neurosci,,,,document_parses/pdf_json/bca9f4ffe445882f2de559b938d83a69e90d2224.json,document_parses/pmc_json/PMC4904010.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4904010/,,,,,,,,,,,,,,,,,,
7tewne3a,e784769ed85685121bda82e89183d0b756686281,PMC,The Impact of Farmers’ Strategic Behavior on the Spread of Animal Infectious Diseases,10.1371/journal.pone.0157450,PMC4907430,27300368,cc-by,"One of the main strategies to control the spread of infectious animal diseases is the implementation of movement restrictions. This paper shows a loss in efficiency of the movement restriction policy (MRP) when behavioral responses of farmers are taken into account. Incorporating the strategic behavior of farmers in an epidemiologic model reveals that the MRP can trigger premature animal sales by farms at high risk of becoming infected that significantly reduce the efficacy of the policy. The results are validated in a parameterized network via Monte Carlo simulations and measures to mitigate the loss of efficiency of the MRP are discussed. Financial aid to farmers can be justified by public health concerns, not only for equity. This paper contributes to developing an interdisciplinary analytical framework regarding the expansion of infectious diseases combining economic and epidemiologic dimensions.",6/14/16,"Tago, Damian; Hammitt, James K.; Thomas, Alban; Raboisson, Didier",PLoS One,,,,document_parses/pdf_json/e784769ed85685121bda82e89183d0b756686281.json,document_parses/pmc_json/PMC4907430.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4907430/,,,,,,,,,,,,,,,,,,
47dbqu2r,39ef8559367fa8e98053a17546cde832fc8f0b80,PMC,When the Illness Goes Off Script—An Exercise in Clinical Reasoning,10.1007/s11606-016-3632-3,PMC4907950,26976289,no-cc,,3/14/16,"Al-Helou, Georges; Anklesaria, Zafia; Kohlwes, Jeffrey; Ahari, Jalil; Dhaliwal, Gurpreet",J Gen Intern Med,,,,document_parses/pdf_json/39ef8559367fa8e98053a17546cde832fc8f0b80.json,document_parses/pmc_json/PMC4907950.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4907950/,,,,,,,,,,,,,,,,,,
mae0rxi2,0a1f43c04e0e22fb6efbd94611920bc9680d7ae3,PMC,TNF-α − 308 G > A and IFN-γ + 874 A > T gene polymorphisms in Egyptian patients with lupus erythematosus,10.1016/j.mgene.2016.06.002,PMC4909826,27331019,cc-by-nc-nd,"BACKGROUND: Systemic lupus erythematosus (SLE) is associated with immunogenetic factors. This study was planned to test for the association of TNF-α − 308 and IFN-γ + 874 gene polymorphisms with susceptibility and severity of SLE in Egyptian cases. SUBJECTS AND METHODS: This is a case controlled study including 125 Egyptian cases with SLE in addition to 112 healthy unrelated individuals from the same locality. For all participants, TNF-α − 308 G > A and IFN-γ + 874 A > T genetic polymorphisms were characterized using the PCR technique. RESULTS: Cases with SLE showed a significantly higher TNF-α − 308 A allele carriage rate (AA + GA genotypes) compared to controls (26.4% vs. 12.5%, p = 0.009, OR = 2.51, 95% CI = 1.26–4.99). These cases showed also a significantly higher carriage rate for the IFN-γ + 874 T allele (AT + TT genotypes) compared to controls (47.2% vs. 32.1%, p = 0.02, OR = 1.89, 95% CI = 1.11–3.21). Comparing age, gender, and disease severity presented by nephritis class, activity and chronicity indices in cases carrying the TNF-α − 308 A allele and in cases carrying IFN-γ + 874 T allele versus others showed no significant difference (p > 0.05). CONCLUSIONS: TNF-α − 308 A and IFN-γ + 874 T allele carriage are associated with susceptibility but not severity of SLE in Egyptian subjects.",06/04/2016,"Al-Kholy, Wfaa; Elsaid, Afaf; Sleem, Aml; Fathy, Hend; Elshazli, Rami; Settin, Ahmad",Meta Gene,,,,document_parses/pdf_json/0a1f43c04e0e22fb6efbd94611920bc9680d7ae3.json,document_parses/pmc_json/PMC4909826.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4909826/,,,,,,,,,,,,,,,,,,
eu16bwti,a0444a2148ffe99348088aa7c04e21dcea70d602,PMC,Remyelination Is Correlated with Regulatory T Cell Induction Following Human Embryoid Body-Derived Neural Precursor Cell Transplantation in a Viral Model of Multiple Sclerosis,10.1371/journal.pone.0157620,PMC4911106,27310015,cc-by,"We have recently described sustained clinical recovery associated with dampened neuroinflammation and remyelination following transplantation of neural precursor cells (NPCs) derived from human embryonic stem cells (hESCs) in a viral model of the human demyelinating disease multiple sclerosis. The hNPCs used in that study were derived by a novel direct differentiation method (direct differentiation, DD-NPCs) that resulted in a unique gene expression pattern when compared to hNPCs derived by conventional methods. Since the therapeutic potential of human NPCs may differ greatly depending on the method of derivation and culture, we wanted to determine whether NPCs differentiated using conventional methods would be similarly effective in improving clinical outcome under neuroinflammatory demyelinating conditions. For the current study, we utilized hNPCs differentiated from a human induced pluripotent cell line via an embryoid body intermediate stage (EB-NPCs). Intraspinal transplantation of EB-NPCs into mice infected with the neurotropic JHM strain of mouse hepatitis virus (JHMV) resulted in decreased accumulation of CD4+ T cells in the central nervous system that was concomitant with reduced demyelination at the site of injection. Dampened neuroinflammation and remyelination was correlated with a transient increase in CD4+FOXP3+ regulatory T cells (Tregs) concentrated within the peripheral lymphatics. However, compared to our earlier study, pathological improvements were modest and did not result in significant clinical recovery. We conclude that the genetic signature of NPCs is critical to their effectiveness in this model of viral-induced neurologic disease. These comparisons will be useful for understanding what factors are critical for the sustained clinical improvement.",6/16/16,"Plaisted, Warren C.; Zavala, Angel; Hingco, Edna; Tran, Ha; Coleman, Ronald; Lane, Thomas E.; Loring, Jeanne F.; Walsh, Craig M.",PLoS One,,,,document_parses/pdf_json/a0444a2148ffe99348088aa7c04e21dcea70d602.json,document_parses/pmc_json/PMC4911106.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4911106/,,,,,,,,,,,,,,,,,,
n28gbo09,3b09cf3b8cc59b5d16c4717c50ffa70edb467046,PMC,"Diagnosis, monitoring, and treatment of primary ciliary dyskinesia: PCD foundation consensus recommendations based on state of the art review",10.1002/ppul.23304,PMC4912005,26418604,cc-by-nc-nd,"Primary ciliary dyskinesia (PCD) is a genetically heterogeneous, rare lung disease resulting in chronic oto‐sino‐pulmonary disease in both children and adults. Many physicians incorrectly diagnose PCD or eliminate PCD from their differential diagnosis due to inexperience with diagnostic testing methods. Thus far, all therapies used for PCD are unproven through large clinical trials. This review article outlines consensus recommendations from PCD physicians in North America who have been engaged in a PCD centered research consortium for the last 10 years. These recommendations have been adopted by the governing board of the PCD Foundation to provide guidance for PCD clinical centers for diagnostic testing, monitoring, and appropriate short and long‐term therapeutics in PCD patients. Pediatr Pulmonol. 2016;51:115–132. © 2015 The Authors. Pediatric Pulmonology Published by Wiley Periodicals, Inc.",9/29/15,"Shapiro, Adam J.; Zariwala, Maimoona A.; Ferkol, Thomas; Davis, Stephanie D.; Sagel, Scott D.; Dell, Sharon D.; Rosenfeld, Margaret; Olivier, Kenneth N.; Milla, Carlos; Daniel, Sam J.; Kimple, Adam J.; Manion, Michele; Knowles, Michael R.; Leigh, Margaret W.",Pediatr Pulmonol,,,,document_parses/pdf_json/3b09cf3b8cc59b5d16c4717c50ffa70edb467046.json,document_parses/pmc_json/PMC4912005.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4912005/,,,,,,,,,,,,,,,,,,
dih1nj0r,50adcf9bfee16b95201df9fdcc9dcf30c1f8ea6e,PMC,In Vitro and In Vivo Attenuation of Vesicular Stomatitis Virus (VSV) by Phosphoprotein Deletion,10.1371/journal.pone.0157287,PMC4912100,27315286,cc-by,"Vesicular stomatitis virus (VSV) is highly immunogenic and able to stimulate both innate and adaptive immune responses. However, its ability to induce adverse effects has held back the use of VSV as a potential vaccine vector. In this study we developed VSV-ΔP, a safe yet potent replication-defective recombinant VSV in which the phosphoprotein (P) gene was deleted. VSV-ΔP replicated only in supporting cells expressing P (BHK-P cells) and at levels more than 2 logs lower than VSV. In vivo studies indicated that the moderate replication of VSV-ΔP in vitro was associated with the attenuation of this virus in the mouse model, whereas mice intracranially injected with VSV succumbed to neurotoxicity. Furthermore, we constructed VSV and VSV-ΔP expressing a variety of antigens including hemagglutinin-neuraminidase (HN) from Newcastle disease virus (NDV), hemagglutinin (HA) from either a 2009 H1N1 pandemic influenza virus (pdm/09) or the avian H7N9. VSV and VSV-ΔP incorporated the foreign antigens on their surface resulting in induction of robust neutralizing antibody, serum IgG, and hemagglutination inhibition (HAI) titers against their corresponding viruses. These results indicated that VSV with P gene deletion was attenuated in vitro and in vivo, and possibly expressed the foreign antigen on its surface. Therefore, the P gene-deletion strategy may offer a potentially useful and safer approach for attenuating negative-sense RNA viruses which use phosphoprotein as a cofactor for viral replication.",6/17/16,"Wongthida, Phonphimon; Jengarn, Juggragarn; Narkpuk, Jaraspim; Koonyosying, Pongpisid; Srisutthisamphan, Kanjana; Wanitchang, Asawin; Leaungwutiwong, Pornsawan; Teeravechyan, Samaporn; Jongkaewwattana, Anan",PLoS One,,,,document_parses/pdf_json/50adcf9bfee16b95201df9fdcc9dcf30c1f8ea6e.json,document_parses/pmc_json/PMC4912100.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4912100/,,,,,,,,,,,,,,,,,,
dt5zvebj,ec317e9df67d2d7fba6904163bd6f69a79380d73,PMC,Transgenic Soybean Production of Bioactive Human Epidermal Growth Factor (EGF),10.1371/journal.pone.0157034,PMC4912142,27314851,cc-by,"Necrotizing enterocolitis (NEC) is a devastating condition of premature infants that results from the gut microbiome invading immature intestinal tissues. This results in a life-threatening disease that is frequently treated with the surgical removal of diseased and dead tissues. Epidermal growth factor (EGF), typically found in bodily fluids, such as amniotic fluid, salvia and mother’s breast milk, is an intestinotrophic growth factor and may reduce the onset of NEC in premature infants. We have produced human EGF in soybean seeds to levels biologically relevant and demonstrated its comparable activity to commercially available EGF. Transgenic soybean seeds expressing a seed-specific codon optimized gene encoding of the human EGF protein with an added ER signal tag at the N’ terminal were produced. Seven independent lines were grown to homozygous and found to accumulate a range of 6.7 +/- 3.1 to 129.0 +/- 36.7 μg EGF/g of dry soybean seed. Proteomic and immunoblot analysis indicates that the inserted EGF is the same as the human EGF protein. Phosphorylation and immunohistochemical assays on the EGF receptor in HeLa cells indicate the EGF protein produced in soybean seed is bioactive and comparable to commercially available human EGF. This work demonstrates the feasibility of using soybean seeds as a biofactory to produce therapeutic agents in a soymilk delivery platform.",6/17/16,"He, Yonghua; Schmidt, Monica A.; Erwin, Christopher; Guo, Jun; Sun, Raphael; Pendarvis, Ken; Warner, Brad W.; Herman, Eliot M.",PLoS One,,,,document_parses/pdf_json/ec317e9df67d2d7fba6904163bd6f69a79380d73.json,document_parses/pmc_json/PMC4912142.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4912142/,,,,,,,,,,,,,,,,,,
85yd3h2b,0eff8cb176dc1e97612266b1ed94badfeab4e575,PMC,Type I Interferon Receptor Deficiency in Dendritic Cells Facilitates Systemic Murine Norovirus Persistence Despite Enhanced Adaptive Immunity,10.1371/journal.ppat.1005684,PMC4915689,27327515,cc-by,"In order for a virus to persist, there must be a balance between viral replication and immune clearance. It is commonly believed that adaptive immunity drives clearance of viral infections and, thus, dysfunction or viral evasion of adaptive immunity is required for a virus to persist. Type I interferons (IFNs) play pleiotropic roles in the antiviral response, including through innate control of viral replication. Murine norovirus (MNoV) replicates in dendritic cells (DCs) and type I IFN signaling in DCs is important for early control of MNoV replication. We show here that the non-persistent MNoV strain CW3 persists systemically when CD11c positive DCs are unable to respond to type I IFN. Persistence in this setting is associated with increased early viral titers, maintenance of DC numbers, increased expression of DC activation markers and an increase in CD8 T cell and antibody responses. Furthermore, CD8 T cell function is maintained during the persistent phase of infection and adaptive immune cells from persistently infected mice are functional when transferred to Rag1 (-/-) recipients. Finally, increased early replication and persistence are also observed in mixed bone marrow chimeras where only half of the CD11c positive DCs are unable to respond to type I IFN. These findings demonstrate that increased early viral replication due to a cell-intrinsic innate immune deficiency is sufficient for persistence and a functional adaptive immune response is not sufficient for viral clearance.",6/21/16,"Nice, Timothy J.; Osborne, Lisa C.; Tomov, Vesselin T.; Artis, David; Wherry, E. John; Virgin, Herbert W.",PLoS Pathog,,,,document_parses/pdf_json/0eff8cb176dc1e97612266b1ed94badfeab4e575.json,document_parses/pmc_json/PMC4915689.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4915689/,,,,,,,,,,,,,,,,,,
0zbp3uqf,35280a72bb06b25d4a02e38efd412e97a40883c5,PMC,"Hepatitis E Virus Infection in Dromedaries, North and East Africa, United Arab Emirates, and Pakistan, 1983–2015",10.3201/eid2207.160168,PMC4918144,27315454,no-cc,"A new hepatitis E virus (HEV-7) was recently found in dromedaries and 1 human from the United Arab Emirates. We screened 2,438 dromedary samples from Pakistan, the United Arab Emirates, and 4 African countries. HEV-7 is long established, diversified and geographically widespread. Dromedaries may constitute a neglected source of zoonotic HEV infections.",7/25/16,"Rasche, Andrea; Saqib, Muhammad; Liljander, Anne M.; Bornstein, Set; Zohaib, Ali; Renneker, Stefanie; Steinhagen, Katja; Wernery, Renate; Younan, Mario; Gluecks, Ilona; Hilali, Mosaad; Musa, Bakri E.; Jores, Joerg; Wernery, Ulrich; Drexer, Jan Felix; Drosten, Christian; Corman, Victor Max",Emerg Infect Dis,,,,document_parses/pdf_json/35280a72bb06b25d4a02e38efd412e97a40883c5.json,document_parses/pmc_json/PMC4918144.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4918144/,,,,,,,,,,,,,,,,,,
1njrh5n5,24da9eb1bf5b54581deda2e999cd5058674ceac4,PMC,"Tropheryma whipplei as a Cause of Epidemic Fever, Senegal, 2010–2012",10.3201/eid2207.150441,PMC4918168,27314980,no-cc,"The bacterium Tropheryma whipplei, which causes Whipple disease in humans, is commonly detected in the feces of persons in Africa. It is also associated with acute infections. We investigated the role of T. whipplei in febrile patients from 2 rural villages in Senegal. During June 2010–March 2012, we collected whole-blood finger-prick samples from 786 febrile and 385 healthy villagers. T. whipplei was detected in blood specimens from 36 (4.6%) of the 786 febrile patients and in 1 (0.25%) of the 385 apparently healthy persons. Of the 37 T. whipplei cases, 26 (70.2%) were detected in August 2010. Familial cases and a potential new genotype were observed. The patients’ symptoms were mainly headache (68.9%) and cough (36.1%). Our findings suggest that T. whipplei is a cause of epidemic fever in Senegal.",7/25/16,"Bassene, Hubert; Mediannikov, Oleg; Socolovschi, Cristina; Ratmanov, Pavel; Keita, Alpha K.; Sokhna, Cheikh; Raoult, Didier; Fenollar, Florence",Emerg Infect Dis,,,,document_parses/pdf_json/24da9eb1bf5b54581deda2e999cd5058674ceac4.json,document_parses/pmc_json/PMC4918168.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4918168/,,,,,,,,,,,,,,,,,,
gqx4ywr6,140349ba7375f238ed695e3405f3c8e7dc6395e6,PMC,"Chloroplast genomes: diversity, evolution, and applications in genetic engineering",10.1186/s13059-016-1004-2,PMC4918201,27339192,cc-by,"Chloroplasts play a crucial role in sustaining life on earth. The availability of over 800 sequenced chloroplast genomes from a variety of land plants has enhanced our understanding of chloroplast biology, intracellular gene transfer, conservation, diversity, and the genetic basis by which chloroplast transgenes can be engineered to enhance plant agronomic traits or to produce high-value agricultural or biomedical products. In this review, we discuss the impact of chloroplast genome sequences on understanding the origins of economically important cultivated species and changes that have taken place during domestication. We also discuss the potential biotechnological applications of chloroplast genomes. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (doi:10.1186/s13059-016-1004-2) contains supplementary material, which is available to authorized users.",6/23/16,"Daniell, Henry; Lin, Choun-Sea; Yu, Ming; Chang, Wan-Jung",Genome Biol,,,,document_parses/pdf_json/140349ba7375f238ed695e3405f3c8e7dc6395e6.json,document_parses/pmc_json/PMC4918201.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4918201/,,,,,,,,,,,,,,,,,,
8dye7e9m,68868e82c4747b8f7a06816c14d495117c9ffb79,PMC,"The swine flu vaccine, public attitudes, and researcher interpretations: a systematic review of qualitative research",10.1186/s12913-016-1466-7,PMC4919843,27338141,cc-by,"BACKGROUND: During pandemics, health authorities may be uncertain about the spread and severity of the disease and the effectiveness and safety of available interventions. This was the case during the swine flu (H1N1) pandemic of 2009–2010, and governments were forced to make decisions despite these uncertainties. While many countries chose to implement wide scale vaccination programmes, few accomplished their vaccination goals. Many research studies aiming to explore barriers and facilitators to vaccine uptake have been conducted in the aftermath of the pandemic, including several qualitative studies. AIMS: 1. To explore public attitudes to the swine flu vaccine in different countries through a review of qualitative primary studies. 2. To describe and discuss the implications drawn by the primary study authors. METHODS: Systematic review of qualitative research studies, using a broadly comparative cross case-study approach. Study quality was appraised using an adaptation of the Critical Appraisal Skills Programme (CASP) quality assessment tool. RESULTS: The review indicates that the public had varying opinions about disease risk and prevalence and had concerns about vaccine safety. Most primary study authors concluded that participants were uninformed, and that more information about the disease and the vaccine would have led to an increase in vaccine uptake. We find these conclusions problematic. We suggest instead that people’s questions and concerns were legitimate given the uncertainties of the situation at the time and the fact that the authorities did not have the necessary information to convince the public. Our quality assessment of the included studies points to a lack of reflexivity and a lack of information about study context. We suggest that these study weaknesses are tied to primary study authors’ lack of acknowledgement of the uncertainties surrounding the disease and the vaccine. CONCLUSION: While primary study authors suggest that authorities could increase vaccine uptake through increased information, we suggest instead that health authorities should be more transparent in their information and decision-making processes in future pandemic situations. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (doi:10.1186/s12913-016-1466-7) contains supplementary material, which is available to authorized users.",6/24/16,"Carlsen, Benedicte; Glenton, Claire",BMC Health Serv Res,,,,document_parses/pdf_json/68868e82c4747b8f7a06816c14d495117c9ffb79.json,document_parses/pmc_json/PMC4919843.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4919843/,,,,,,,,,,,,,,,,,,
vxqra65l,87154b31b741f39ec7e34f3590f80b9a01105e33,PMC,Association between ambient temperature and lower urinary tract symptoms: a community-based survey,10.1590/s1677-5538.ibju.2015.0159,PMC4920570,27286116,cc-by,"PURPOSE: The aim of this study was to evaluate the individual change of International prostate Symptom Score (IPSS) and Overactive Bladder Symptom Score (OABSS) in each patient by temperature conditions. MATERIALS AND METHODS: The severity of lower urinary tract symptoms (LUTS) was explored using the IPSS and OABSS questionnaires that were completed by 2.486 subjects (923 males and 1.563 females) aged 60 years and older. Korea Meteorological Administration data was used to determine daily average temperature and daily temperature difference on the interview dates at each site. RESULTS: The mean IPSS and mean age for males was 13.45±8.24 and 75.03±6.20 years, respectively. The mean OABSS and mean age for females was 4.41±3.10 and 73.74±6.03years, respectively. Daily average temperature and daily temperature difference ranged from-3.4-28.3(o)C and 2.2-16.9(o)C, respectively. Age was a significantly risk factor for IPSS, OABSS, and QoL (P<0.001, <0.001, and 0.005, respectively). After multiple regression analysis, daily average temperatures did not show a statistically significant change in IPSS and OABSS. Only daily temperature differences were associated with male LUTS. CONCLUSIONS: While LUTS could be worsened in low temperatures generally, IPSS and OABSS were not affected by daily average temperature conditions. Daily temperature differences may be more influential than daily average temperatures.",2016,"Shim, Sung Ryul; Kim, Jae Heon; Won, Jong Ho; Song, Eun Seop; Song, Yun Seob",Int Braz J Urol,,,,document_parses/pdf_json/87154b31b741f39ec7e34f3590f80b9a01105e33.json,document_parses/pmc_json/PMC4920570.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4920570/,,,,,,,,,,,,,,,,,,
